uid,event,ioi,period,pulses
f45c26f2-0,6,1,8,2
f45c26f2-0,7,3,8,2
f45c26f2-0,8,1,8,2
f45c26f2-0,9,3,8,2
f45c26f2-0,10,1,8,2
f45c26f2-0,11,3,8,2
f45c26f2-0,12,1,8,2
f45c26f2-0,13,3,8,2
f45c26f2-0,14,1,8,2
f45c26f2-0,15,3,8,2
f45c26f2-0,16,1,8,2
f45c26f2-0,17,3,8,2
f45c26f2-0,18,1,8,2
f45c26f2-0,19,3,8,2
f45c26f2-0,20,1,8,2
f45c26f2-0,21,3,8,2
f45c26f2-0,22,1,8,2
f45c26f2-0,23,3,8,2
f45c26f2-0,24,1,8,2
f45c26f2-0,25,3,8,2
f45c26f2-0,26,1,8,2
f45c26f2-0,27,3,8,2
f45c26f2-0,28,1,8,2
12d72641-0,0,4,8,2
12d72641-0,1,3,8,2
12d72641-0,2,1,8,2
12d72641-0,3,2,8,2
12d72641-0,4,2,8,2
12d72641-0,5,2,8,2
12d72641-0,6,2,8,2
12d72641-0,7,4,8,2
12d72641-0,8,3,8,2
12d72641-0,9,1,8,2
12d72641-0,10,8,8,2
12d72641-0,11,4,8,2
12d72641-0,12,3,8,2
12d72641-0,13,1,8,2
12d72641-0,14,2,8,2
12d72641-0,15,2,8,2
12d72641-0,16,2,8,2
12d72641-0,17,2,8,2
12d72641-0,18,4,8,2
12d72641-0,19,3,8,2
12d72641-0,20,1,8,2
12d72641-0,21,8,8,2
12d72641-0,22,4,8,2
12d72641-0,23,3,8,2
12d72641-0,24,1,8,2
12d72641-0,25,4,8,2
12d72641-0,26,4,8,2
12d72641-0,27,2,8,2
12d72641-0,28,2,8,2
fffd451-0,0,2,16,4
fffd451-0,1,2,16,4
fffd451-0,2,2,16,4
fffd451-0,3,2,16,4
fffd451-0,4,2,16,4
fffd451-0,5,2,16,4
fffd451-0,6,2,16,4
fffd451-0,7,2,16,4
fffd451-0,8,2,16,4
fffd451-0,9,4,16,4
fffd451-0,10,4,16,4
fffd451-0,11,6,16,4
fffd451-0,12,2,16,4
fffd451-0,13,2,16,4
fffd451-0,14,2,16,4
fffd451-0,15,2,16,4
fffd451-0,16,2,16,4
fffd451-0,17,2,16,4
fffd451-0,18,2,16,4
fffd451-0,19,2,16,4
fffd451-0,20,2,16,4
fffd451-0,21,4,16,4
fffd451-0,22,2,16,4
fffd451-0,23,2,16,4
fffd451-0,24,8,16,4
fffd451-0,25,4,16,4
fffd451-0,26,2,16,4
fffd451-0,27,2,16,4
fffd451-0,28,4,16,4
92c85e67-0,0,2,8,2
92c85e67-0,1,4,8,2
92c85e67-0,2,2,8,2
92c85e67-0,3,2,8,2
92c85e67-0,4,4,8,2
92c85e67-0,5,2,8,2
92c85e67-0,6,2,8,2
92c85e67-0,7,4,8,2
92c85e67-0,8,4,8,2
92c85e67-0,9,6,8,2
92c85e67-0,10,2,8,2
92c85e67-0,11,2,8,2
92c85e67-0,12,2,8,2
92c85e67-0,13,2,8,2
92c85e67-0,14,2,8,2
92c85e67-0,15,4,8,2
92c85e67-0,16,2,8,2
92c85e67-0,17,2,8,2
92c85e67-0,18,8,8,2
92c85e67-0,19,6,8,2
92c85e67-0,20,1,8,2
92c85e67-0,21,1,8,2
92c85e67-0,22,4,8,2
92c85e67-0,23,4,8,2
92c85e67-0,24,4,8,2
92c85e67-0,25,2,8,2
92c85e67-0,26,2,8,2
92c85e67-0,27,8,8,2
92c85e67-0,28,7,8,2
cf99e880-0,0,4,12,3
cf99e880-0,1,8,12,3
cf99e880-0,2,2,12,3
cf99e880-0,3,2,12,3
cf99e880-0,4,8,12,3
cf99e880-0,5,4,12,3
cf99e880-0,6,12,12,3
cf99e880-0,7,8,12,3
cf99e880-0,8,2,12,3
cf99e880-0,9,2,12,3
cf99e880-0,10,4,12,3
cf99e880-0,11,4,12,3
cf99e880-0,12,2,12,3
cf99e880-0,13,2,12,3
cf99e880-0,14,4,12,3
cf99e880-0,15,4,12,3
cf99e880-0,16,2,12,3
cf99e880-0,17,2,12,3
cf99e880-0,18,8,12,3
cf99e880-0,19,2,12,3
cf99e880-0,20,2,12,3
cf99e880-0,21,4,12,3
cf99e880-0,22,4,12,3
cf99e880-0,23,2,12,3
cf99e880-0,24,2,12,3
cf99e880-0,25,4,12,3
cf99e880-0,26,4,12,3
cf99e880-0,27,2,12,3
cf99e880-0,28,2,12,3
e0fc51e7-1,0,2,12,3
e0fc51e7-1,1,2,12,3
e0fc51e7-1,2,6,12,3
e0fc51e7-1,3,2,12,3
e0fc51e7-1,4,2,12,3
e0fc51e7-1,5,2,12,3
e0fc51e7-1,6,6,12,3
e0fc51e7-1,7,2,12,3
e0fc51e7-1,8,2,12,3
e0fc51e7-1,9,2,12,3
e0fc51e7-1,10,6,12,3
e0fc51e7-1,11,2,12,3
e0fc51e7-1,12,2,12,3
e0fc51e7-1,13,2,12,3
e0fc51e7-1,14,2,12,3
e0fc51e7-1,15,2,12,3
e0fc51e7-1,16,2,12,3
e0fc51e7-1,17,2,12,3
e0fc51e7-1,18,3,12,3
e0fc51e7-1,19,1,12,3
e0fc51e7-1,20,2,12,3
e0fc51e7-1,21,2,12,3
e0fc51e7-1,22,2,12,3
e0fc51e7-1,23,2,12,3
e0fc51e7-1,24,3,12,3
e0fc51e7-1,25,1,12,3
e0fc51e7-1,26,4,12,3
e0fc51e7-1,27,4,12,3
e0fc51e7-1,28,2,12,3
a3b03ff0-3,0,4,12,6
a3b03ff0-3,1,2,12,6
a3b03ff0-3,2,4,12,6
a3b03ff0-3,3,2,12,6
a3b03ff0-3,4,4,12,6
a3b03ff0-3,5,2,12,6
a3b03ff0-3,6,2,12,6
a3b03ff0-3,7,2,12,6
a3b03ff0-3,8,2,12,6
a3b03ff0-3,9,6,12,6
a3b03ff0-3,10,2,12,6
a3b03ff0-3,11,2,12,6
a3b03ff0-3,12,2,12,6
a3b03ff0-3,13,6,12,6
a3b03ff0-3,14,2,12,6
a3b03ff0-3,15,2,12,6
a3b03ff0-3,16,2,12,6
a3b03ff0-3,17,4,12,6
a3b03ff0-3,18,2,12,6
a3b03ff0-3,19,4,12,6
a3b03ff0-3,20,2,12,6
a3b03ff0-3,21,4,12,6
a3b03ff0-3,22,2,12,6
a3b03ff0-3,23,2,12,6
a3b03ff0-3,24,2,12,6
a3b03ff0-3,25,2,12,6
a3b03ff0-3,26,6,12,6
a3b03ff0-3,27,2,12,6
a3b03ff0-3,28,2,12,6
888bbdd3-0,0,2,8,2
888bbdd3-0,1,2,8,2
888bbdd3-0,2,2,8,2
888bbdd3-0,3,2,8,2
888bbdd3-0,4,1,8,2
888bbdd3-0,5,1,8,2
888bbdd3-0,6,2,8,2
888bbdd3-0,7,1,8,2
888bbdd3-0,8,1,8,2
888bbdd3-0,9,3,8,2
888bbdd3-0,10,1,8,2
888bbdd3-0,11,2,8,2
888bbdd3-0,12,2,8,2
888bbdd3-0,13,2,8,2
888bbdd3-0,14,1,8,2
888bbdd3-0,15,1,8,2
888bbdd3-0,16,6,8,2
888bbdd3-0,17,2,8,2
888bbdd3-0,18,3,8,2
888bbdd3-0,19,1,8,2
888bbdd3-0,20,2,8,2
888bbdd3-0,21,2,8,2
888bbdd3-0,22,3,8,2
888bbdd3-0,23,1,8,2
888bbdd3-0,24,4,8,2
888bbdd3-0,25,2,8,2
888bbdd3-0,26,1,8,2
888bbdd3-0,27,1,8,2
888bbdd3-0,28,2,8,2
6bf5f2b-0,0,2,8,2
6bf5f2b-0,1,3,8,2
6bf5f2b-0,2,1,8,2
6bf5f2b-0,3,3,8,2
6bf5f2b-0,4,1,8,2
6bf5f2b-0,5,2,8,2
6bf5f2b-0,6,4,8,2
6bf5f2b-0,7,2,8,2
6bf5f2b-0,8,2,8,2
6bf5f2b-0,9,2,8,2
6bf5f2b-0,10,2,8,2
6bf5f2b-0,11,2,8,2
6bf5f2b-0,12,6,8,2
6bf5f2b-0,13,2,8,2
6bf5f2b-0,14,2,8,2
6bf5f2b-0,15,2,8,2
6bf5f2b-0,16,2,8,2
6bf5f2b-0,17,2,8,2
6bf5f2b-0,18,4,8,2
6bf5f2b-0,19,4,8,2
6bf5f2b-0,20,2,8,2
6bf5f2b-0,21,2,8,2
6bf5f2b-0,22,2,8,2
6bf5f2b-0,23,2,8,2
6bf5f2b-0,24,6,8,2
6bf5f2b-0,25,2,8,2
6bf5f2b-0,26,2,8,2
6bf5f2b-0,27,2,8,2
6bf5f2b-0,28,2,8,2
7895821f-0,0,4,12,3
7895821f-0,1,8,12,3
7895821f-0,2,4,12,3
7895821f-0,3,8,12,3
7895821f-0,4,4,12,3
7895821f-0,5,2,12,3
7895821f-0,6,2,12,3
7895821f-0,7,4,12,3
7895821f-0,8,2,12,3
7895821f-0,9,2,12,3
7895821f-0,10,4,12,3
7895821f-0,11,4,12,3
7895821f-0,12,4,12,3
7895821f-0,13,4,12,3
7895821f-0,14,6,12,3
7895821f-0,15,2,12,3
7895821f-0,16,4,12,3
7895821f-0,17,4,12,3
7895821f-0,18,4,12,3
7895821f-0,19,8,12,3
7895821f-0,20,2,12,3
7895821f-0,21,2,12,3
7895821f-0,22,8,12,3
7895821f-0,23,2,12,3
7895821f-0,24,2,12,3
7895821f-0,25,2,12,3
7895821f-0,26,2,12,3
7895821f-0,27,4,12,3
7895821f-0,28,2,12,3
46ea943-0,0,2,8,2
46ea943-0,1,2,8,2
46ea943-0,2,2,8,2
46ea943-0,3,2,8,2
46ea943-0,4,2,8,2
46ea943-0,5,4,8,2
46ea943-0,6,2,8,2
46ea943-0,7,2,8,2
46ea943-0,8,4,8,2
46ea943-0,9,2,8,2
46ea943-0,10,2,8,2
46ea943-0,11,6,8,2
46ea943-0,12,2,8,2
46ea943-0,13,2,8,2
46ea943-0,14,2,8,2
46ea943-0,15,2,8,2
46ea943-0,16,2,8,2
46ea943-0,17,4,8,2
46ea943-0,18,2,8,2
46ea943-0,19,1,8,2
46ea943-0,20,1,8,2
46ea943-0,21,4,8,2
46ea943-0,22,4,8,2
46ea943-0,23,6,8,2
46ea943-0,24,2,8,2
46ea943-0,25,6,8,2
46ea943-0,26,2,8,2
46ea943-0,27,2,8,2
46ea943-0,28,2,8,2
a87221-0,0,2,12,6
a87221-0,1,2,12,6
a87221-0,2,2,12,6
a87221-0,3,2,12,6
a87221-0,4,2,12,6
a87221-0,5,2,12,6
a87221-0,6,2,12,6
a87221-0,7,2,12,6
a87221-0,8,2,12,6
a87221-0,9,2,12,6
a87221-0,10,2,12,6
a87221-0,11,2,12,6
a87221-0,12,2,12,6
a87221-0,13,2,12,6
a87221-0,14,4,12,6
a87221-0,15,2,12,6
a87221-0,16,2,12,6
a87221-0,17,2,12,6
a87221-0,18,2,12,6
a87221-0,19,2,12,6
a87221-0,20,2,12,6
a87221-0,21,2,12,6
a87221-0,22,2,12,6
a87221-0,23,2,12,6
a87221-0,24,2,12,6
a87221-0,25,2,12,6
a87221-0,26,2,12,6
a87221-0,27,2,12,6
a87221-0,28,4,12,6
fb9f3fa8-0,0,2,12,3
fb9f3fa8-0,1,2,12,3
fb9f3fa8-0,2,4,12,3
fb9f3fa8-0,3,4,12,3
fb9f3fa8-0,4,2,12,3
fb9f3fa8-0,5,2,12,3
fb9f3fa8-0,6,4,12,3
fb9f3fa8-0,7,4,12,3
fb9f3fa8-0,8,2,12,3
fb9f3fa8-0,9,2,12,3
fb9f3fa8-0,10,6,12,3
fb9f3fa8-0,11,2,12,3
fb9f3fa8-0,12,2,12,3
fb9f3fa8-0,13,2,12,3
fb9f3fa8-0,14,8,12,3
fb9f3fa8-0,15,2,12,3
fb9f3fa8-0,16,2,12,3
fb9f3fa8-0,17,4,12,3
fb9f3fa8-0,18,3,12,3
fb9f3fa8-0,19,1,12,3
fb9f3fa8-0,20,2,12,3
fb9f3fa8-0,21,2,12,3
fb9f3fa8-0,22,4,12,3
fb9f3fa8-0,23,4,12,3
fb9f3fa8-0,24,2,12,3
fb9f3fa8-0,25,2,12,3
fb9f3fa8-0,26,4,12,3
fb9f3fa8-0,27,2,12,3
fb9f3fa8-0,28,2,12,3
7285d51c-0,0,2,12,6
7285d51c-0,1,2,12,6
7285d51c-0,2,2,12,6
7285d51c-0,3,2,12,6
7285d51c-0,4,4,12,6
7285d51c-0,5,2,12,6
7285d51c-0,6,4,12,6
7285d51c-0,7,2,12,6
7285d51c-0,8,4,12,6
7285d51c-0,9,2,12,6
7285d51c-0,10,4,12,6
7285d51c-0,11,2,12,6
7285d51c-0,12,4,12,6
7285d51c-0,13,2,12,6
7285d51c-0,14,4,12,6
7285d51c-0,15,2,12,6
7285d51c-0,16,6,12,6
7285d51c-0,17,2,12,6
7285d51c-0,18,2,12,6
7285d51c-0,19,2,12,6
7285d51c-0,20,4,12,6
7285d51c-0,21,2,12,6
7285d51c-0,22,4,12,6
7285d51c-0,23,2,12,6
7285d51c-0,24,4,12,6
7285d51c-0,25,2,12,6
7285d51c-0,26,4,12,6
7285d51c-0,27,2,12,6
7285d51c-0,28,2,12,6
61909de-0,0,2,8,2
61909de-0,1,3,8,2
61909de-0,2,1,8,2
61909de-0,3,3,8,2
61909de-0,4,1,8,2
61909de-0,5,4,8,2
61909de-0,6,4,8,2
61909de-0,7,3,8,2
61909de-0,8,1,8,2
61909de-0,9,3,8,2
61909de-0,10,1,8,2
61909de-0,11,6,8,2
61909de-0,12,2,8,2
61909de-0,13,3,8,2
61909de-0,14,1,8,2
61909de-0,15,3,8,2
61909de-0,16,1,8,2
61909de-0,17,4,8,2
61909de-0,18,3,8,2
61909de-0,19,1,8,2
61909de-0,20,3,8,2
61909de-0,21,1,8,2
61909de-0,22,3,8,2
61909de-0,23,1,8,2
61909de-0,24,8,8,2
61909de-0,25,4,8,2
61909de-0,26,3,8,2
61909de-0,27,1,8,2
61909de-0,28,4,8,2
9a84b4c8-0,0,4,16,4
9a84b4c8-0,1,6,16,4
9a84b4c8-0,2,2,16,4
9a84b4c8-0,3,4,16,4
9a84b4c8-0,4,4,16,4
9a84b4c8-0,5,8,16,4
9a84b4c8-0,6,4,16,4
9a84b4c8-0,7,4,16,4
9a84b4c8-0,8,4,16,4
9a84b4c8-0,9,4,16,4
9a84b4c8-0,10,6,16,4
9a84b4c8-0,11,2,16,4
9a84b4c8-0,12,8,16,4
9a84b4c8-0,13,4,16,4
9a84b4c8-0,14,4,16,4
9a84b4c8-0,15,4,16,4
9a84b4c8-0,16,4,16,4
9a84b4c8-0,17,4,16,4
9a84b4c8-0,18,4,16,4
9a84b4c8-0,19,8,16,4
9a84b4c8-0,20,4,16,4
9a84b4c8-0,21,4,16,4
9a84b4c8-0,22,4,16,4
9a84b4c8-0,23,4,16,4
9a84b4c8-0,24,6,16,4
9a84b4c8-0,25,2,16,4
9a84b4c8-0,26,8,16,4
9a84b4c8-0,27,4,16,4
9a84b4c8-0,28,4,16,4
6f9155bf-0,0,4,16,4
6f9155bf-0,1,4,16,4
6f9155bf-0,2,2,16,4
6f9155bf-0,3,2,16,4
6f9155bf-0,4,4,16,4
6f9155bf-0,5,2,16,4
6f9155bf-0,6,2,16,4
6f9155bf-0,7,4,16,4
6f9155bf-0,8,2,16,4
6f9155bf-0,9,2,16,4
6f9155bf-0,10,6,16,4
6f9155bf-0,11,2,16,4
6f9155bf-0,12,4,16,4
6f9155bf-0,13,4,16,4
6f9155bf-0,14,4,16,4
6f9155bf-0,15,2,16,4
6f9155bf-0,16,2,16,4
6f9155bf-0,17,4,16,4
6f9155bf-0,18,2,16,4
6f9155bf-0,19,2,16,4
6f9155bf-0,20,4,16,4
6f9155bf-0,21,2,16,4
6f9155bf-0,22,2,16,4
6f9155bf-0,23,4,16,4
6f9155bf-0,24,4,16,4
6f9155bf-0,25,4,16,4
6f9155bf-0,26,2,16,4
6f9155bf-0,27,2,16,4
6f9155bf-0,28,4,16,4
6a4fa82f-0,0,2,12,6
6a4fa82f-0,1,4,12,6
6a4fa82f-0,2,2,12,6
6a4fa82f-0,3,4,12,6
6a4fa82f-0,4,2,12,6
6a4fa82f-0,5,2,12,6
6a4fa82f-0,6,8,12,6
6a4fa82f-0,7,1,12,6
6a4fa82f-0,8,1,12,6
6a4fa82f-0,9,4,12,6
6a4fa82f-0,10,2,12,6
6a4fa82f-0,11,4,12,6
6a4fa82f-0,12,2,12,6
6a4fa82f-0,13,10,12,6
6a4fa82f-0,14,2,12,6
6a4fa82f-0,15,4,12,6
6a4fa82f-0,16,2,12,6
6a4fa82f-0,17,4,12,6
6a4fa82f-0,18,2,12,6
6a4fa82f-0,19,4,12,6
6a4fa82f-0,20,2,12,6
6a4fa82f-0,21,4,12,6
6a4fa82f-0,22,2,12,6
6a4fa82f-0,23,4,12,6
6a4fa82f-0,24,2,12,6
6a4fa82f-0,25,2,12,6
6a4fa82f-0,26,2,12,6
6a4fa82f-0,27,2,12,6
6a4fa82f-0,28,10,12,6
a9ee6d95-0,0,3,12,3
a9ee6d95-0,1,1,12,3
a9ee6d95-0,2,4,12,3
a9ee6d95-0,3,4,12,3
a9ee6d95-0,4,3,12,3
a9ee6d95-0,5,1,12,3
a9ee6d95-0,6,4,12,3
a9ee6d95-0,7,4,12,3
a9ee6d95-0,8,3,12,3
a9ee6d95-0,9,1,12,3
a9ee6d95-0,10,6,12,3
a9ee6d95-0,11,2,12,3
a9ee6d95-0,12,2,12,3
a9ee6d95-0,13,2,12,3
a9ee6d95-0,14,8,12,3
a9ee6d95-0,15,3,12,3
a9ee6d95-0,16,1,12,3
a9ee6d95-0,17,4,12,3
a9ee6d95-0,18,4,12,3
a9ee6d95-0,19,3,12,3
a9ee6d95-0,20,1,12,3
a9ee6d95-0,21,4,12,3
a9ee6d95-0,22,4,12,3
a9ee6d95-0,23,3,12,3
a9ee6d95-0,24,1,12,3
a9ee6d95-0,25,6,12,3
a9ee6d95-0,26,2,12,3
a9ee6d95-0,27,3,12,3
a9ee6d95-0,28,1,12,3
3a465a11-0,0,4,12,3
3a465a11-0,1,8,12,3
3a465a11-0,2,4,12,3
3a465a11-0,3,8,12,3
3a465a11-0,4,4,12,3
3a465a11-0,5,8,12,3
3a465a11-0,6,4,12,3
3a465a11-0,7,8,12,3
3a465a11-0,8,4,12,3
3a465a11-0,9,8,12,3
3a465a11-0,10,4,12,3
3a465a11-0,11,8,12,3
3a465a11-0,12,4,12,3
3a465a11-0,13,20,12,3
3a465a11-0,14,4,12,3
3a465a11-0,15,8,12,3
3a465a11-0,16,4,12,3
3a465a11-0,17,4,12,3
3a465a11-0,18,4,12,3
3a465a11-0,19,4,12,3
3a465a11-0,20,8,12,3
3a465a11-0,21,4,12,3
3a465a11-0,22,8,12,3
3a465a11-0,23,4,12,3
3a465a11-0,24,8,12,3
3a465a11-0,25,4,12,3
3a465a11-0,26,4,12,3
3a465a11-0,27,4,12,3
3a465a11-0,28,4,12,3
f7c0dcf7-0,0,3,16,4
f7c0dcf7-0,1,1,16,4
f7c0dcf7-0,2,2,16,4
f7c0dcf7-0,3,2,16,4
f7c0dcf7-0,4,6,16,4
f7c0dcf7-0,5,2,16,4
f7c0dcf7-0,6,3,16,4
f7c0dcf7-0,7,1,16,4
f7c0dcf7-0,8,3,16,4
f7c0dcf7-0,9,1,16,4
f7c0dcf7-0,10,4,16,4
f7c0dcf7-0,11,2,16,4
f7c0dcf7-0,12,2,16,4
f7c0dcf7-0,13,2,16,4
f7c0dcf7-0,14,2,16,4
f7c0dcf7-0,15,2,16,4
f7c0dcf7-0,16,2,16,4
f7c0dcf7-0,17,6,16,4
f7c0dcf7-0,18,2,16,4
f7c0dcf7-0,19,2,16,4
f7c0dcf7-0,20,2,16,4
f7c0dcf7-0,21,3,16,4
f7c0dcf7-0,22,1,16,4
f7c0dcf7-0,23,4,16,4
f7c0dcf7-0,24,2,16,4
f7c0dcf7-0,25,2,16,4
f7c0dcf7-0,26,2,16,4
f7c0dcf7-0,27,2,16,4
f7c0dcf7-0,28,2,16,4
b8bd3afd-0,0,2,12,3
b8bd3afd-0,1,2,12,3
b8bd3afd-0,2,4,12,3
b8bd3afd-0,3,4,12,3
b8bd3afd-0,4,4,12,3
b8bd3afd-0,5,4,12,3
b8bd3afd-0,6,4,12,3
b8bd3afd-0,7,4,12,3
b8bd3afd-0,8,12,12,3
b8bd3afd-0,9,8,12,3
b8bd3afd-0,10,2,12,3
b8bd3afd-0,11,2,12,3
b8bd3afd-0,12,4,12,3
b8bd3afd-0,13,4,12,3
b8bd3afd-0,14,4,12,3
b8bd3afd-0,15,4,12,3
b8bd3afd-0,16,4,12,3
b8bd3afd-0,17,4,12,3
b8bd3afd-0,18,20,12,3
b8bd3afd-0,19,2,12,3
b8bd3afd-0,20,2,12,3
b8bd3afd-0,21,4,12,3
b8bd3afd-0,22,4,12,3
b8bd3afd-0,23,4,12,3
b8bd3afd-0,24,2,12,3
b8bd3afd-0,25,2,12,3
b8bd3afd-0,26,4,12,3
b8bd3afd-0,27,4,12,3
b8bd3afd-0,28,12,12,3
7defacf4-0,0,4,16,4
7defacf4-0,1,2,16,4
7defacf4-0,2,2,16,4
7defacf4-0,3,6,16,4
7defacf4-0,4,2,16,4
7defacf4-0,5,2,16,4
7defacf4-0,6,2,16,4
7defacf4-0,7,2,16,4
7defacf4-0,8,2,16,4
7defacf4-0,9,2,16,4
7defacf4-0,10,2,16,4
7defacf4-0,11,4,16,4
7defacf4-0,12,4,16,4
7defacf4-0,13,2,16,4
7defacf4-0,14,2,16,4
7defacf4-0,15,6,16,4
7defacf4-0,16,2,16,4
7defacf4-0,17,2,16,4
7defacf4-0,18,2,16,4
7defacf4-0,19,2,16,4
7defacf4-0,20,2,16,4
7defacf4-0,21,2,16,4
7defacf4-0,22,2,16,4
7defacf4-0,23,2,16,4
7defacf4-0,24,2,16,4
7defacf4-0,25,4,16,4
7defacf4-0,26,4,16,4
7defacf4-0,27,2,16,4
7defacf4-0,28,2,16,4
97b78f-0,0,2,12,3
97b78f-0,1,2,12,3
97b78f-0,2,2,12,3
97b78f-0,3,2,12,3
97b78f-0,4,2,12,3
97b78f-0,5,4,12,3
97b78f-0,6,2,12,3
97b78f-0,7,2,12,3
97b78f-0,8,2,12,3
97b78f-0,9,2,12,3
97b78f-0,10,2,12,3
97b78f-0,11,2,12,3
97b78f-0,12,2,12,3
97b78f-0,13,2,12,3
97b78f-0,14,4,12,3
97b78f-0,15,4,12,3
97b78f-0,16,2,12,3
97b78f-0,17,2,12,3
97b78f-0,18,6,12,3
97b78f-0,19,2,12,3
97b78f-0,20,2,12,3
97b78f-0,21,2,12,3
97b78f-0,22,2,12,3
97b78f-0,23,2,12,3
97b78f-0,24,3,12,3
97b78f-0,25,1,12,3
97b78f-0,26,2,12,3
97b78f-0,27,2,12,3
97b78f-0,28,2,12,3
af867ea-0,0,4,12,3
af867ea-0,1,2,12,3
af867ea-0,2,2,12,3
af867ea-0,3,4,12,3
af867ea-0,4,4,12,3
af867ea-0,5,2,12,3
af867ea-0,6,2,12,3
af867ea-0,7,6,12,3
af867ea-0,8,2,12,3
af867ea-0,9,2,12,3
af867ea-0,10,2,12,3
af867ea-0,11,4,12,3
af867ea-0,12,2,12,3
af867ea-0,13,2,12,3
af867ea-0,14,8,12,3
af867ea-0,15,2,12,3
af867ea-0,16,2,12,3
af867ea-0,17,2,12,3
af867ea-0,18,2,12,3
af867ea-0,19,4,12,3
af867ea-0,20,4,12,3
af867ea-0,21,2,12,3
af867ea-0,22,2,12,3
af867ea-0,23,4,12,3
af867ea-0,24,4,12,3
af867ea-0,25,2,12,3
af867ea-0,26,2,12,3
af867ea-0,27,4,12,3
af867ea-0,28,4,12,3
925295f6-0,0,2,12,6
925295f6-0,1,2,12,6
925295f6-0,2,2,12,6
925295f6-0,3,2,12,6
925295f6-0,4,2,12,6
925295f6-0,5,2,12,6
925295f6-0,6,2,12,6
925295f6-0,7,2,12,6
925295f6-0,8,2,12,6
925295f6-0,9,2,12,6
925295f6-0,10,4,12,6
925295f6-0,11,2,12,6
925295f6-0,12,4,12,6
925295f6-0,13,2,12,6
925295f6-0,14,2,12,6
925295f6-0,15,2,12,6
925295f6-0,16,2,12,6
925295f6-0,17,10,12,6
925295f6-0,18,2,12,6
925295f6-0,19,2,12,6
925295f6-0,20,2,12,6
925295f6-0,21,2,12,6
925295f6-0,22,4,12,6
925295f6-0,23,2,12,6
925295f6-0,24,4,12,6
925295f6-0,25,2,12,6
925295f6-0,26,2,12,6
925295f6-0,27,2,12,6
925295f6-0,28,2,12,6
e09c1b33-0,0,2,12,3
e09c1b33-0,1,2,12,3
e09c1b33-0,2,6,12,3
e09c1b33-0,3,2,12,3
e09c1b33-0,4,2,12,3
e09c1b33-0,5,2,12,3
e09c1b33-0,6,4,12,3
e09c1b33-0,7,4,12,3
