uid,event,ioi,period,pulses
e5a12e76-0,27,2,12,6
e5a12e76-0,28,4,12,6
752076b4-0,0,2,8,2
752076b4-0,1,3,8,2
752076b4-0,2,1,8,2
752076b4-0,3,2,8,2
752076b4-0,4,2,8,2
752076b4-0,5,2,8,2
752076b4-0,6,2,8,2
752076b4-0,7,4,8,2
752076b4-0,8,2,8,2
752076b4-0,9,2,8,2
752076b4-0,10,2,8,2
752076b4-0,11,2,8,2
752076b4-0,12,2,8,2
752076b4-0,13,2,8,2
752076b4-0,14,2,8,2
752076b4-0,15,2,8,2
752076b4-0,16,2,8,2
752076b4-0,17,2,8,2
752076b4-0,18,2,8,2
752076b4-0,19,2,8,2
752076b4-0,20,2,8,2
752076b4-0,21,2,8,2
752076b4-0,22,2,8,2
752076b4-0,23,2,8,2
752076b4-0,24,6,8,2
752076b4-0,25,2,8,2
752076b4-0,26,2,8,2
752076b4-0,27,2,8,2
752076b4-0,28,2,8,2
a53ce39c-0,0,2,8,2
a53ce39c-0,1,2,8,2
a53ce39c-0,2,2,8,2
a53ce39c-0,3,2,8,2
a53ce39c-0,4,2,8,2
a53ce39c-0,5,2,8,2
a53ce39c-0,6,4,8,2
a53ce39c-0,7,2,8,2
a53ce39c-0,8,3,8,2
a53ce39c-0,9,1,8,2
a53ce39c-0,10,2,8,2
a53ce39c-0,11,2,8,2
a53ce39c-0,12,6,8,2
a53ce39c-0,13,2,8,2
a53ce39c-0,14,4,8,2
a53ce39c-0,15,2,8,2
a53ce39c-0,16,2,8,2
a53ce39c-0,17,4,8,2
a53ce39c-0,18,2,8,2
a53ce39c-0,19,2,8,2
a53ce39c-0,20,3,8,2
a53ce39c-0,21,1,8,2
a53ce39c-0,22,2,8,2
a53ce39c-0,23,2,8,2
a53ce39c-0,24,6,8,2
a53ce39c-0,25,2,8,2
a53ce39c-0,26,2,8,2
a53ce39c-0,27,2,8,2
a53ce39c-0,28,2,8,2
ea5b2ca-0,0,3,12,3
ea5b2ca-0,1,1,12,3
ea5b2ca-0,2,6,12,3
ea5b2ca-0,3,2,12,3
ea5b2ca-0,4,2,12,3
ea5b2ca-0,5,2,12,3
ea5b2ca-0,6,8,12,3
ea5b2ca-0,7,2,12,3
ea5b2ca-0,8,2,12,3
ea5b2ca-0,9,4,12,3
ea5b2ca-0,10,4,12,3
ea5b2ca-0,11,2,12,3
ea5b2ca-0,12,2,12,3
ea5b2ca-0,13,8,12,3
ea5b2ca-0,14,2,12,3
ea5b2ca-0,15,2,12,3
ea5b2ca-0,16,4,12,3
ea5b2ca-0,17,4,12,3
ea5b2ca-0,18,2,12,3
ea5b2ca-0,19,2,12,3
ea5b2ca-0,20,2,12,3
ea5b2ca-0,21,2,12,3
ea5b2ca-0,22,4,12,3
ea5b2ca-0,23,2,12,3
ea5b2ca-0,24,2,12,3
ea5b2ca-0,25,4,12,3
ea5b2ca-0,26,4,12,3
ea5b2ca-0,27,2,12,3
ea5b2ca-0,28,2,12,3
3d612e9c-0,0,6,12,3
3d612e9c-0,1,2,12,3
3d612e9c-0,2,2,12,3
3d612e9c-0,3,2,12,3
3d612e9c-0,4,4,12,3
3d612e9c-0,5,4,12,3
3d612e9c-0,6,4,12,3
3d612e9c-0,7,4,12,3
3d612e9c-0,8,2,12,3
3d612e9c-0,9,2,12,3
3d612e9c-0,10,2,12,3
3d612e9c-0,11,2,12,3
3d612e9c-0,12,2,12,3
3d612e9c-0,13,2,12,3
3d612e9c-0,14,8,12,3
3d612e9c-0,15,3,12,3
3d612e9c-0,16,1,12,3
3d612e9c-0,17,2,12,3
3d612e9c-0,18,2,12,3
3d612e9c-0,19,4,12,3
3d612e9c-0,20,3,12,3
3d612e9c-0,21,1,12,3
3d612e9c-0,22,2,12,3
3d612e9c-0,23,2,12,3
3d612e9c-0,24,4,12,3
3d612e9c-0,25,2,12,3
3d612e9c-0,26,2,12,3
3d612e9c-0,27,2,12,3
3d612e9c-0,28,2,12,3
29b4b885-0,0,2,8,2
29b4b885-0,1,2,8,2
29b4b885-0,2,2,8,2
29b4b885-0,3,1,8,2
29b4b885-0,4,1,8,2
29b4b885-0,5,2,8,2
29b4b885-0,6,2,8,2
29b4b885-0,7,4,8,2
29b4b885-0,8,3,8,2
29b4b885-0,9,1,8,2
29b4b885-0,10,1,8,2
29b4b885-0,11,1,8,2
29b4b885-0,12,1,8,2
29b4b885-0,13,1,8,2
29b4b885-0,14,3,8,2
29b4b885-0,15,1,8,2
29b4b885-0,16,4,8,2
29b4b885-0,17,2,8,2
29b4b885-0,18,2,8,2
29b4b885-0,19,2,8,2
29b4b885-0,20,1,8,2
29b4b885-0,21,1,8,2
29b4b885-0,22,2,8,2
29b4b885-0,23,2,8,2
29b4b885-0,24,4,8,2
29b4b885-0,25,3,8,2
29b4b885-0,26,1,8,2
29b4b885-0,27,1,8,2
29b4b885-0,28,1,8,2
a06ff4e0-0,0,2,8,2
a06ff4e0-0,1,2,8,2
a06ff4e0-0,2,2,8,2
a06ff4e0-0,3,2,8,2
a06ff4e0-0,4,2,8,2
a06ff4e0-0,5,1,8,2
a06ff4e0-0,6,1,8,2
a06ff4e0-0,7,4,8,2
a06ff4e0-0,8,1,8,2
a06ff4e0-0,9,1,8,2
a06ff4e0-0,10,1,8,2
a06ff4e0-0,11,1,8,2
a06ff4e0-0,12,1,8,2
a06ff4e0-0,13,1,8,2
a06ff4e0-0,14,1,8,2
a06ff4e0-0,15,1,8,2
a06ff4e0-0,16,4,8,2
a06ff4e0-0,17,1,8,2
a06ff4e0-0,18,1,8,2
a06ff4e0-0,19,1,8,2
a06ff4e0-0,20,1,8,2
a06ff4e0-0,21,2,8,2
a06ff4e0-0,22,2,8,2
a06ff4e0-0,23,2,8,2
a06ff4e0-0,24,2,8,2
a06ff4e0-0,25,2,8,2
a06ff4e0-0,26,1,8,2
a06ff4e0-0,27,1,8,2
a06ff4e0-0,28,4,8,2
ace2564b-0,0,1,8,2
ace2564b-0,1,1,8,2
ace2564b-0,2,1,8,2
ace2564b-0,3,1,8,2
ace2564b-0,4,1,8,2
ace2564b-0,5,1,8,2
ace2564b-0,6,1,8,2
ace2564b-0,7,1,8,2
ace2564b-0,8,1,8,2
ace2564b-0,9,1,8,2
ace2564b-0,10,2,8,2
ace2564b-0,11,2,8,2
ace2564b-0,12,2,8,2
ace2564b-0,13,2,8,2
ace2564b-0,14,2,8,2
ace2564b-0,15,2,8,2
ace2564b-0,16,2,8,2
ace2564b-0,17,2,8,2
ace2564b-0,18,2,8,2
ace2564b-0,19,2,8,2
ace2564b-0,20,2,8,2
ace2564b-0,21,2,8,2
ace2564b-0,22,2,8,2
ace2564b-0,23,2,8,2
ace2564b-0,24,2,8,2
ace2564b-0,25,2,8,2
ace2564b-0,26,6,8,2
ace2564b-0,27,1,8,2
ace2564b-0,28,1,8,2
cbe119ba-0,0,4,16,4
cbe119ba-0,1,4,16,4
cbe119ba-0,2,4,16,4
cbe119ba-0,3,4,16,4
cbe119ba-0,4,4,16,4
cbe119ba-0,5,4,16,4
cbe119ba-0,6,2,16,4
cbe119ba-0,7,2,16,4
cbe119ba-0,8,4,16,4
cbe119ba-0,9,3,16,4
cbe119ba-0,10,1,16,4
cbe119ba-0,11,4,16,4
cbe119ba-0,12,4,16,4
cbe119ba-0,13,4,16,4
cbe119ba-0,14,4,16,4
cbe119ba-0,15,12,16,4
cbe119ba-0,16,4,16,4
cbe119ba-0,17,2,16,4
cbe119ba-0,18,2,16,4
cbe119ba-0,19,4,16,4
cbe119ba-0,20,4,16,4
cbe119ba-0,21,4,16,4
cbe119ba-0,22,4,16,4
cbe119ba-0,23,2,16,4
cbe119ba-0,24,2,16,4
cbe119ba-0,25,4,16,4
cbe119ba-0,26,2,16,4
cbe119ba-0,27,2,16,4
cbe119ba-0,28,3,16,4
80a84d5-0,0,2,8,2
80a84d5-0,1,2,8,2
80a84d5-0,2,2,8,2
80a84d5-0,3,2,8,2
80a84d5-0,4,1,8,2
80a84d5-0,5,1,8,2
80a84d5-0,6,2,8,2
80a84d5-0,7,1,8,2
80a84d5-0,8,1,8,2
80a84d5-0,9,2,8,2
80a84d5-0,10,1,8,2
80a84d5-0,11,1,8,2
80a84d5-0,12,2,8,2
80a84d5-0,13,2,8,2
80a84d5-0,14,2,8,2
80a84d5-0,15,1,8,2
80a84d5-0,16,1,8,2
80a84d5-0,17,2,8,2
80a84d5-0,18,4,8,2
80a84d5-0,19,2,8,2
80a84d5-0,20,2,8,2
80a84d5-0,21,2,8,2
80a84d5-0,22,2,8,2
80a84d5-0,23,2,8,2
80a84d5-0,24,2,8,2
80a84d5-0,25,2,8,2
80a84d5-0,26,2,8,2
80a84d5-0,27,2,8,2
80a84d5-0,28,2,8,2
367fc683-0,0,2,8,2
367fc683-0,1,2,8,2
367fc683-0,2,2,8,2
367fc683-0,3,1,8,2
367fc683-0,4,1,8,2
367fc683-0,5,1,8,2
367fc683-0,6,1,8,2
367fc683-0,7,1,8,2
367fc683-0,8,1,8,2
367fc683-0,9,1,8,2
367fc683-0,10,1,8,2
367fc683-0,11,2,8,2
367fc683-0,12,1,8,2
367fc683-0,13,1,8,2
367fc683-0,14,2,8,2
367fc683-0,15,2,8,2
367fc683-0,16,2,8,2
367fc683-0,17,2,8,2
367fc683-0,18,6,8,2
367fc683-0,19,1,8,2
367fc683-0,20,1,8,2
367fc683-0,21,2,8,2
367fc683-0,22,2,8,2
367fc683-0,23,1,8,2
367fc683-0,24,1,8,2
367fc683-0,25,1,8,2
367fc683-0,26,1,8,2
367fc683-0,27,1,8,2
367fc683-0,28,1,8,2
67327756-0,0,2,16,4
67327756-0,1,2,16,4
67327756-0,2,6,16,4
67327756-0,3,2,16,4
67327756-0,4,4,16,4
67327756-0,5,4,16,4
67327756-0,6,3,16,4
67327756-0,7,1,16,4
67327756-0,8,8,16,4
67327756-0,9,2,16,4
67327756-0,10,2,16,4
67327756-0,11,6,16,4
67327756-0,12,2,16,4
67327756-0,13,4,16,4
67327756-0,14,4,16,4
67327756-0,15,3,16,4
67327756-0,16,1,16,4
67327756-0,17,8,16,4
67327756-0,18,2,16,4
67327756-0,19,2,16,4
67327756-0,20,4,16,4
67327756-0,21,4,16,4
67327756-0,22,4,16,4
67327756-0,23,4,16,4
67327756-0,24,4,16,4
67327756-0,25,2,16,4
67327756-0,26,2,16,4
67327756-0,27,4,16,4
67327756-0,28,4,16,4
3d35daec-0,0,2,12,6
3d35daec-0,1,4,12,6
3d35daec-0,2,2,12,6
3d35daec-0,3,2,12,6
3d35daec-0,4,2,12,6
3d35daec-0,5,2,12,6
3d35daec-0,6,2,12,6
3d35daec-0,7,8,12,6
3d35daec-0,8,2,12,6
3d35daec-0,9,4,12,6
3d35daec-0,10,2,12,6
3d35daec-0,11,2,12,6
3d35daec-0,12,2,12,6
3d35daec-0,13,2,12,6
3d35daec-0,14,2,12,6
3d35daec-0,15,8,12,6
3d35daec-0,16,2,12,6
3d35daec-0,17,4,12,6
3d35daec-0,18,2,12,6
3d35daec-0,19,4,12,6
3d35daec-0,20,2,12,6
3d35daec-0,21,3,12,6
3d35daec-0,22,1,12,6
3d35daec-0,23,2,12,6
3d35daec-0,24,4,12,6
3d35daec-0,25,2,12,6
3d35daec-0,26,4,12,6
3d35daec-0,27,2,12,6
3d35daec-0,28,4,12,6
1a2cad44-0,0,2,12,6
1a2cad44-0,1,4,12,6
1a2cad44-0,2,2,12,6
1a2cad44-0,3,4,12,6
1a2cad44-0,4,2,12,6
1a2cad44-0,5,2,12,6
1a2cad44-0,6,8,12,6
1a2cad44-0,7,2,12,6
1a2cad44-0,8,4,12,6
1a2cad44-0,9,2,12,6
1a2cad44-0,10,4,12,6
1a2cad44-0,11,2,12,6
1a2cad44-0,12,2,12,6
1a2cad44-0,13,8,12,6
1a2cad44-0,14,2,12,6
1a2cad44-0,15,4,12,6
1a2cad44-0,16,2,12,6
1a2cad44-0,17,4,12,6
1a2cad44-0,18,2,12,6
1a2cad44-0,19,4,12,6
1a2cad44-0,20,2,12,6
1a2cad44-0,21,4,12,6
1a2cad44-0,22,2,12,6
1a2cad44-0,23,4,12,6
1a2cad44-0,24,2,12,6
1a2cad44-0,25,4,12,6
1a2cad44-0,26,2,12,6
1a2cad44-0,27,4,12,6
1a2cad44-0,28,2,12,6
181c51b7-0,0,2,8,2
181c51b7-0,1,2,8,2
181c51b7-0,2,2,8,2
181c51b7-0,3,2,8,2
181c51b7-0,4,2,8,2
181c51b7-0,5,1,8,2
181c51b7-0,6,1,8,2
181c51b7-0,7,4,8,2
181c51b7-0,8,3,8,2
181c51b7-0,9,1,8,2
181c51b7-0,10,2,8,2
181c51b7-0,11,2,8,2
181c51b7-0,12,4,8,2
181c51b7-0,13,4,8,2
181c51b7-0,14,2,8,2
181c51b7-0,15,1,8,2
181c51b7-0,16,1,8,2
181c51b7-0,17,2,8,2
181c51b7-0,18,1,8,2
181c51b7-0,19,1,8,2
181c51b7-0,20,2,8,2
181c51b7-0,21,1,8,2
181c51b7-0,22,1,8,2
181c51b7-0,23,4,8,2
181c51b7-0,24,2,8,2
181c51b7-0,25,2,8,2
181c51b7-0,26,2,8,2
181c51b7-0,27,1,8,2
181c51b7-0,28,1,8,2
617e96ad-0,0,4,8,2
617e96ad-0,1,4,8,2
617e96ad-0,2,3,8,2
617e96ad-0,3,1,8,2
617e96ad-0,4,2,8,2
617e96ad-0,5,2,8,2
617e96ad-0,6,2,8,2
617e96ad-0,7,2,8,2
617e96ad-0,8,2,8,2
617e96ad-0,9,2,8,2
617e96ad-0,10,8,8,2
617e96ad-0,11,2,8,2
617e96ad-0,12,2,8,2
617e96ad-0,13,2,8,2
617e96ad-0,14,2,8,2
617e96ad-0,15,2,8,2
617e96ad-0,16,2,8,2
617e96ad-0,17,2,8,2
617e96ad-0,18,2,8,2
617e96ad-0,19,2,8,2
617e96ad-0,20,2,8,2
617e96ad-0,21,2,8,2
617e96ad-0,22,2,8,2
617e96ad-0,23,2,8,2
617e96ad-0,24,2,8,2
617e96ad-0,25,2,8,2
617e96ad-0,26,2,8,2
617e96ad-0,27,4,8,2
617e96ad-0,28,4,8,2
7a7aca7-0,0,2,8,2
7a7aca7-0,1,2,8,2
7a7aca7-0,2,2,8,2
7a7aca7-0,3,2,8,2
7a7aca7-0,4,2,8,2
7a7aca7-0,5,2,8,2
7a7aca7-0,6,2,8,2
7a7aca7-0,7,4,8,2
7a7aca7-0,8,1,8,2
7a7aca7-0,9,1,8,2
7a7aca7-0,10,1,8,2
7a7aca7-0,11,1,8,2
7a7aca7-0,12,2,8,2
7a7aca7-0,13,2,8,2
7a7aca7-0,14,6,8,2
7a7aca7-0,15,2,8,2
7a7aca7-0,16,2,8,2
7a7aca7-0,17,2,8,2
7a7aca7-0,18,2,8,2
7a7aca7-0,19,2,8,2
7a7aca7-0,20,2,8,2
7a7aca7-0,21,2,8,2
7a7aca7-0,22,2,8,2
7a7aca7-0,23,2,8,2
7a7aca7-0,24,2,8,2
7a7aca7-0,25,2,8,2
7a7aca7-0,26,2,8,2
7a7aca7-0,27,2,8,2
7a7aca7-0,28,2,8,2
6b97dc7-0,0,2,12,6
6b97dc7-0,1,2,12,6
6b97dc7-0,2,2,12,6
6b97dc7-0,3,2,12,6
6b97dc7-0,4,2,12,6
6b97dc7-0,5,2,12,6
6b97dc7-0,6,2,12,6
6b97dc7-0,7,10,12,6
6b97dc7-0,8,2,12,6
6b97dc7-0,9,4,12,6
6b97dc7-0,10,2,12,6
6b97dc7-0,11,4,12,6
6b97dc7-0,12,2,12,6
6b97dc7-0,13,10,12,6
6b97dc7-0,14,2,12,6
6b97dc7-0,15,2,12,6
6b97dc7-0,16,2,12,6
6b97dc7-0,17,2,12,6
6b97dc7-0,18,1,12,6
6b97dc7-0,19,1,12,6
6b97dc7-0,20,1,12,6
6b97dc7-0,21,1,12,6
6b97dc7-0,22,2,12,6
6b97dc7-0,23,2,12,6
6b97dc7-0,24,2,12,6
6b97dc7-0,25,2,12,6
6b97dc7-0,26,1,12,6
6b97dc7-0,27,1,12,6
6b97dc7-0,28,1,12,6
90b92b2-0,0,4,16,4
90b92b2-0,1,4,16,4
90b92b2-0,2,4,16,4
90b92b2-0,3,4,16,4
90b92b2-0,4,4,16,4
90b92b2-0,5,4,16,4
90b92b2-0,6,4,16,4
90b92b2-0,7,4,16,4
90b92b2-0,8,4,16,4
90b92b2-0,9,4,16,4
90b92b2-0,10,4,16,4
90b92b2-0,11,6,16,4
90b92b2-0,12,2,16,4
90b92b2-0,13,2,16,4
90b92b2-0,14,2,16,4
90b92b2-0,15,2,16,4
90b92b2-0,16,2,16,4
90b92b2-0,17,2,16,4
90b92b2-0,18,2,16,4
90b92b2-0,19,2,16,4
90b92b2-0,20,2,16,4
90b92b2-0,21,2,16,4
90b92b2-0,22,2,16,4
90b92b2-0,23,2,16,4
90b92b2-0,24,2,16,4
90b92b2-0,25,8,16,4
90b92b2-0,26,4,16,4
90b92b2-0,27,4,16,4
90b92b2-0,28,6,16,4
e48f4a1-0,0,4,16,4
e48f4a1-0,1,4,16,4
e48f4a1-0,2,4,16,4
e48f4a1-0,3,4,16,4
e48f4a1-0,4,2,16,4
e48f4a1-0,5,2,16,4
e48f4a1-0,6,4,16,4
e48f4a1-0,7,2,16,4
e48f4a1-0,8,2,16,4
e48f4a1-0,9,4,16,4
e48f4a1-0,10,4,16,4
e48f4a1-0,11,6,16,4
e48f4a1-0,12,2,16,4
e48f4a1-0,13,4,16,4
e48f4a1-0,14,4,16,4
e48f4a1-0,15,12,16,4
e48f4a1-0,16,2,16,4
e48f4a1-0,17,2,16,4
e48f4a1-0,18,2,16,4
e48f4a1-0,19,2,16,4
e48f4a1-0,20,2,16,4
e48f4a1-0,21,2,16,4
e48f4a1-0,22,4,16,4
e48f4a1-0,23,2,16,4
e48f4a1-0,24,2,16,4
e48f4a1-0,25,4,16,4
e48f4a1-0,26,4,16,4
e48f4a1-0,27,4,16,4
e48f4a1-0,28,4,16,4
de7f6282-0,0,2,8,2
de7f6282-0,1,3,8,2
de7f6282-0,2,1,8,2
de7f6282-0,3,2,8,2
de7f6282-0,4,2,8,2
de7f6282-0,5,2,8,2
de7f6282-0,6,2,8,2
de7f6282-0,7,2,8,2
de7f6282-0,8,2,8,2
de7f6282-0,9,3,8,2
de7f6282-0,10,1,8,2
de7f6282-0,11,2,8,2
de7f6282-0,12,2,8,2
de7f6282-0,13,6,8,2
de7f6282-0,14,2,8,2
de7f6282-0,15,3,8,2
de7f6282-0,16,1,8,2
de7f6282-0,17,2,8,2
de7f6282-0,18,2,8,2
de7f6282-0,19,2,8,2
de7f6282-0,20,2,8,2
de7f6282-0,21,4,8,2
de7f6282-0,22,3,8,2
de7f6282-0,23,1,8,2
de7f6282-0,24,2,8,2
de7f6282-0,25,2,8,2
de7f6282-0,26,2,8,2
de7f6282-0,27,2,8,2
de7f6282-0,28,2,8,2
323d31e-0,0,2,12,3
323d31e-0,1,2,12,3
323d31e-0,2,2,12,3
323d31e-0,3,6,12,3
323d31e-0,4,2,12,3
323d31e-0,5,2,12,3
323d31e-0,6,2,12,3
323d31e-0,7,6,12,3
323d31e-0,8,2,12,3
323d31e-0,9,2,12,3
323d31e-0,10,2,12,3
323d31e-0,11,6,12,3
323d31e-0,12,2,12,3
323d31e-0,13,2,12,3
323d31e-0,14,2,12,3
323d31e-0,15,6,12,3
323d31e-0,16,2,12,3
323d31e-0,17,2,12,3
323d31e-0,18,2,12,3
323d31e-0,19,4,12,3
323d31e-0,20,2,12,3
323d31e-0,21,2,12,3
323d31e-0,22,2,12,3
323d31e-0,23,2,12,3
323d31e-0,24,6,12,3
323d31e-0,25,2,12,3
323d31e-0,26,2,12,3
323d31e-0,27,2,12,3
323d31e-0,28,4,12,3
c2836117-0,0,2,12,6
c2836117-0,1,3,12,6
c2836117-0,2,1,12,6
c2836117-0,3,2,12,6
c2836117-0,4,3,12,6
c2836117-0,5,1,12,6
c2836117-0,6,2,12,6
c2836117-0,7,2,12,6
c2836117-0,8,2,12,6
c2836117-0,9,2,12,6
c2836117-0,10,4,12,6
c2836117-0,11,2,12,6
c2836117-0,12,2,12,6
c2836117-0,13,2,12,6
c2836117-0,14,2,12,6
c2836117-0,15,2,12,6
c2836117-0,16,2,12,6
c2836117-0,17,2,12,6
c2836117-0,18,4,12,6
c2836117-0,19,2,12,6
c2836117-0,20,4,12,6
c2836117-0,21,1,12,6
c2836117-0,22,1,12,6
c2836117-0,23,2,12,6
c2836117-0,24,2,12,6
c2836117-0,25,2,12,6
c2836117-0,26,3,12,6
c2836117-0,27,1,12,6
c2836117-0,28,2,12,6
fd6ccbb1-0,0,2,12,6
fd6ccbb1-0,1,3,12,6
fd6ccbb1-0,2,1,12,6
fd6ccbb1-0,3,2,12,6
fd6ccbb1-0,4,2,12,6
fd6ccbb1-0,5,2,12,6
fd6ccbb1-0,6,2,12,6
fd6ccbb1-0,7,3,12,6
fd6ccbb1-0,8,1,12,6
fd6ccbb1-0,9,1,12,6
fd6ccbb1-0,10,1,12,6
fd6ccbb1-0,11,4,12,6
fd6ccbb1-0,12,1,12,6
fd6ccbb1-0,13,1,12,6
fd6ccbb1-0,14,3,12,6
fd6ccbb1-0,15,1,12,6
fd6ccbb1-0,16,2,12,6
fd6ccbb1-0,17,4,12,6
fd6ccbb1-0,18,2,12,6
fd6ccbb1-0,19,4,12,6
fd6ccbb1-0,20,1,12,6
fd6ccbb1-0,21,1,12,6
fd6ccbb1-0,22,4,12,6
fd6ccbb1-0,23,1,12,6
fd6ccbb1-0,24,1,12,6
fd6ccbb1-0,25,3,12,6
fd6ccbb1-0,26,1,12,6
fd6ccbb1-0,27,2,12,6
fd6ccbb1-0,28,3,12,6
9933d924-0,0,2,8,2
9933d924-0,1,2,8,2
9933d924-0,2,2,8,2
9933d924-0,3,2,8,2
9933d924-0,4,2,8,2
9933d924-0,5,2,8,2
9933d924-0,6,2,8,2
9933d924-0,7,2,8,2
9933d924-0,8,2,8,2
9933d924-0,9,2,8,2
9933d924-0,10,2,8,2
9933d924-0,11,2,8,2
9933d924-0,12,2,8,2
9933d924-0,13,2,8,2
9933d924-0,14,4,8,2
9933d924-0,15,2,8,2
9933d924-0,16,2,8,2
9933d924-0,17,2,8,2
9933d924-0,18,2,8,2
9933d924-0,19,2,8,2
9933d924-0,20,2,8,2
9933d924-0,21,2,8,2
9933d924-0,22,2,8,2
9933d924-0,23,2,8,2
9933d924-0,24,2,8,2
9933d924-0,25,2,8,2
9933d924-0,26,2,8,2
9933d924-0,27,2,8,2
9933d924-0,28,2,8,2
7e841a-0,0,4,16,4
7e841a-0,1,4,16,4
7e841a-0,2,4,16,4
7e841a-0,3,2,16,4
7e841a-0,4,2,16,4
7e841a-0,5,2,16,4
7e841a-0,6,2,16,4
7e841a-0,7,2,16,4
7e841a-0,8,2,16,4
7e841a-0,9,2,16,4
7e841a-0,10,2,16,4
7e841a-0,11,6,16,4
7e841a-0,12,2,16,4
7e841a-0,13,2,16,4
7e841a-0,14,2,16,4
7e841a-0,15,2,16,4
7e841a-0,16,2,16,4
7e841a-0,17,2,16,4
7e841a-0,18,2,16,4
7e841a-0,19,2,16,4
7e841a-0,20,2,16,4
7e841a-0,21,4,16,4
7e841a-0,22,2,16,4
7e841a-0,23,2,16,4
7e841a-0,24,4,16,4
7e841a-0,25,2,16,4
7e841a-0,26,2,16,4
7e841a-0,27,2,16,4
7e841a-0,28,2,16,4
2e4a2b17-0,0,2,12,6
2e4a2b17-0,1,2,12,6
2e4a2b17-0,2,2,12,6
2e4a2b17-0,3,2,12,6
2e4a2b17-0,4,2,12,6
2e4a2b17-0,5,2,12,6
2e4a2b17-0,6,2,12,6
2e4a2b17-0,7,3,12,6
2e4a2b17-0,8,1,12,6
2e4a2b17-0,9,2,12,6
2e4a2b17-0,10,6,12,6
2e4a2b17-0,11,2,12,6
2e4a2b17-0,12,2,12,6
2e4a2b17-0,13,2,12,6
2e4a2b17-0,14,3,12,6
2e4a2b17-0,15,1,12,6
2e4a2b17-0,16,2,12,6
2e4a2b17-0,17,4,12,6
2e4a2b17-0,18,2,12,6
2e4a2b17-0,19,4,12,6
2e4a2b17-0,20,1,12,6
2e4a2b17-0,21,1,12,6
2e4a2b17-0,22,4,12,6
2e4a2b17-0,23,2,12,6
2e4a2b17-0,24,4,12,6
2e4a2b17-0,25,2,12,6
2e4a2b17-0,26,4,12,6
2e4a2b17-0,27,2,12,6
2e4a2b17-0,28,6,12,6
e6a53987-0,0,2,12,6
e6a53987-0,1,2,12,6
e6a53987-0,2,2,12,6
e6a53987-0,3,2,12,6
e6a53987-0,4,2,12,6
e6a53987-0,5,2,12,6
e6a53987-0,6,2,12,6
e6a53987-0,7,2,12,6
e6a53987-0,8,2,12,6
e6a53987-0,9,2,12,6
e6a53987-0,10,6,12,6
e6a53987-0,11,3,12,6
e6a53987-0,12,1,12,6
e6a53987-0,13,1,12,6
